rank,lemma,PoS,DISPERSION,TOT FREQ,SPOKEN,FICTION,POP MAG,NEWSPAPER,ACADEMIC,MAG:News/Opin,MAG:Financial,MAG:Sci/Tech,MAG:Soc/Arts,MAG:Religion,MAG:Sports,MAG:Entertain,MAG:Home/Health,MAG:Afric-Amer,MAG:Children,MAG:Women/Men,NEWS:Misc,NEWS:News_Intl,NEWS:News_Natl,NEWS:News_Local,NEWS:Money,NEWS:Life,NEWS:Sports,NEWS:Editorial,ACAD:History,ACAD:Education,ACAD:Geog/SocSci,ACAD:Law/PolSci,ACAD:Humanities,ACAD:Phil/Rel,ACAD:Sci/Tech,ACAD:Medicine,ACAD:Misc,SPOK:ABC,SPOK:NBC,SPOK:CBS,SPOK:CNN,SPOK:FOX,SPOK:MSNBC,SPOK:PBS,SPOK:NPR,SPOK:Indep,FIC:Gen (Book),FIC:Gen (Jrnl),FIC:SciFi/Fant,FIC:Juvenile,FIC:Movies
9551,scurry,v,0.89,1747,68,1017,306,281,61,81,18,42,27,6,44,14,35,7,12,20,93,15,13,24,15,68,34,19,8,2,5,4,12,3,15,0,12,10,4,7,12,6,1,3,23,2,210,296,213,58,240
9561,networking,n,0.91,1710,129,32,620,502,427,87,132,233,36,12,18,10,27,37,5,23,162,10,21,27,222,46,10,4,24,123,83,36,25,8,69,29,30,22,11,16,38,12,1,1,26,2,18,13,1,0,0
9571,satin,n,0.90,1719,81,760,546,233,79,40,10,14,28,4,17,27,182,62,11,151,89,4,7,10,1,111,5,6,1,1,5,1,54,3,5,1,8,14,28,9,10,0,1,1,13,5,262,347,81,29,41
9581,posit,v,0.85,1826,56,66,212,69,1422,75,9,59,14,19,7,6,10,1,1,11,27,6,4,2,1,16,1,12,139,109,338,117,373,215,85,8,38,6,0,1,13,6,1,5,23,1,9,39,16,0,2
9591,ordinarily,r,0.95,1619,254,335,406,191,420,101,19,86,31,27,35,9,72,3,7,16,65,8,21,14,22,27,23,11,41,30,67,87,54,76,38,7,20,31,11,38,66,14,3,22,64,5,91,141,85,8,10
9601,invasive,j,0.88,1751,196,73,533,209,737,81,18,102,15,6,53,6,188,6,4,54,74,2,19,11,15,43,27,18,12,4,47,13,9,12,379,257,4,26,15,15,44,4,1,29,55,7,16,38,15,0,4
9611,losing,j,0.92,1675,283,151,308,775,154,68,39,24,15,5,72,7,37,13,5,23,120,25,27,32,36,41,469,25,29,4,41,45,10,6,7,3,9,43,18,35,87,21,3,18,50,8,35,59,33,5,19
9621,solving,n,0.83,1841,62,24,195,72,1487,25,4,33,58,3,4,6,15,2,14,31,26,2,7,6,3,17,3,8,107,752,190,42,77,43,153,96,27,8,4,3,10,1,1,12,21,2,4,8,8,0,4
9631,unthinkable,j,0.97,1588,322,261,335,351,306,128,19,33,34,26,24,15,21,11,3,21,117,23,31,17,39,61,39,24,68,5,26,51,53,42,19,1,41,90,25,86,44,13,1,18,41,4,59,119,62,8,13
9641,misconception,n,0.89,1715,315,56,360,275,707,54,8,56,19,24,49,7,73,31,8,31,87,9,7,26,10,68,35,33,88,184,71,21,49,17,223,26,28,44,26,42,79,12,2,13,73,24,12,20,21,2,1
9651,fundamentalist,n,0.91,1686,287,44,447,352,554,209,8,29,25,123,4,14,2,4,0,29,141,84,43,8,2,25,1,48,183,5,112,76,6,123,27,0,22,50,2,48,67,17,2,24,73,4,5,22,16,0,1
9661,commence,v,0.94,1631,107,453,314,182,570,86,14,24,79,9,41,8,36,3,5,9,58,9,14,7,10,32,31,21,80,25,111,136,61,45,55,37,20,18,5,15,27,6,0,9,26,1,99,185,115,9,45
9671,algae,n,0.89,1716,83,198,592,213,630,81,9,228,28,1,77,0,127,2,3,36,93,3,14,26,46,14,13,4,2,0,6,24,1,7,588,1,1,8,0,20,12,0,0,3,40,0,22,96,73,1,6
9681,notch,n,0.94,1620,161,456,539,301,148,51,19,103,19,1,163,11,111,10,13,38,89,3,15,21,25,57,79,12,7,1,38,5,22,1,31,37,6,24,16,25,26,13,1,10,39,7,132,149,105,28,42
9691,dealership,n,0.90,1680,298,188,537,615,40,77,111,39,15,0,55,16,86,119,1,18,181,12,48,37,215,59,56,7,5,4,9,9,2,1,7,3,0,40,19,71,60,20,0,31,48,9,68,72,30,0,18
9701,locus,n,0.81,1872,10,56,118,38,1647,29,1,26,17,25,2,3,8,0,2,5,11,3,4,2,1,9,2,6,78,243,541,53,183,300,145,79,25,0,0,0,4,0,0,1,5,0,13,30,12,0,1
9711,bony,j,0.89,1701,30,979,204,82,385,30,2,46,14,2,42,9,29,10,12,8,27,4,5,5,6,18,12,5,9,0,3,0,8,6,28,325,6,5,1,2,3,1,0,2,11,5,237,497,176,36,33
9721,compress,v,0.92,1638,124,291,656,134,424,49,19,281,39,3,131,13,86,5,9,21,44,5,18,3,15,37,8,4,17,13,35,14,53,10,201,65,16,18,10,19,29,7,1,6,29,5,52,121,101,2,15
9731,exempt,v,0.93,1614,218,62,361,496,471,151,64,15,13,23,29,10,32,5,0,19,219,18,72,49,50,25,21,42,65,14,48,164,26,63,51,17,23,42,0,19,38,17,1,29,49,23,14,42,6,0,0
9741,best-known,j,0.93,1613,240,49,454,604,264,120,36,56,58,18,44,23,77,11,4,7,215,34,61,34,69,139,33,19,28,9,39,20,70,13,55,4,26,33,14,44,35,3,1,7,94,9,18,20,4,2,5
9751,ensue,v,0.95,1579,137,262,397,274,499,99,24,40,56,13,42,31,48,15,3,26,95,22,13,20,17,61,28,18,108,27,89,63,59,50,59,23,21,19,7,13,35,14,0,11,29,9,62,104,47,3,46
9761,promotional,j,0.92,1625,182,71,478,611,282,94,83,31,56,4,38,40,77,33,0,22,171,8,38,34,105,137,100,18,42,10,77,25,60,15,34,9,10,36,8,19,35,10,2,13,56,3,16,26,16,6,7
9771,robber,n,0.94,1591,289,453,302,402,135,118,15,38,43,13,5,19,15,7,11,18,136,13,23,85,13,108,4,20,30,2,31,10,27,16,8,5,6,75,12,49,60,13,2,9,49,20,107,165,85,21,75
9781,containment,n,0.89,1669,212,244,221,174,815,104,20,17,27,3,22,2,18,2,0,6,68,14,16,11,16,14,6,29,259,2,64,152,45,12,199,63,19,37,5,26,46,16,0,51,25,6,14,24,88,1,117
9791,outburst,n,0.96,1558,159,405,360,310,301,72,4,119,15,13,28,27,17,12,17,36,94,25,18,21,6,48,77,21,56,17,42,23,44,28,64,4,23,37,21,16,32,6,0,15,24,8,103,155,90,10,47
9801,plentiful,j,0.94,1590,95,161,609,409,310,122,46,81,39,10,141,4,128,12,9,17,152,19,33,23,48,91,21,22,50,10,56,23,36,14,106,3,12,14,5,13,19,3,0,9,27,5,34,77,40,6,4
9811,foyer,n,0.88,1696,47,1053,242,270,45,37,5,9,19,1,7,10,123,13,0,18,114,6,4,9,1,128,3,5,0,0,10,5,19,0,1,0,10,2,9,5,15,2,0,1,11,2,330,283,124,24,292
9821,meager,j,0.95,1565,97,394,405,316,341,110,54,58,35,29,33,16,32,18,3,17,117,27,20,16,31,56,22,27,100,13,50,34,51,20,45,4,24,22,9,10,11,1,0,19,22,3,116,151,95,15,17
9831,breaking,n,0.94,1582,516,261,313,257,229,61,8,37,27,31,81,15,24,10,4,15,78,8,18,10,12,20,94,17,29,5,22,18,47,49,46,6,7,65,33,52,188,99,20,3,42,14,68,101,60,8,24
9841,maritime,j,0.83,1772,113,50,428,318,857,83,9,67,83,7,59,2,104,1,1,12,141,21,13,14,16,67,9,37,143,4,67,490,31,4,104,4,10,14,3,10,26,7,0,10,42,1,12,19,10,0,9
9851,pollster,n,0.89,1655,627,8,382,557,78,281,8,8,4,7,8,20,30,2,1,13,328,21,87,38,16,22,6,39,18,3,25,16,1,8,2,1,4,109,19,45,142,90,6,50,140,26,2,2,3,0,1
9861,soaring,j,0.93,1591,155,175,483,649,119,151,50,33,36,8,54,33,73,18,9,18,237,30,47,28,121,131,39,16,27,3,16,12,16,10,24,1,10,27,10,21,44,9,0,9,32,3,41,74,39,5,16
9871,prominently,r,0.93,1573,135,116,390,314,613,104,16,65,51,19,20,14,73,9,1,18,100,10,18,17,35,87,28,19,120,19,108,67,160,48,54,6,31,25,4,13,26,7,0,4,50,6,31,34,32,3,16
9881,precursor,n,0.90,1618,125,86,455,189,761,90,18,143,28,10,17,12,112,4,3,18,68,9,16,10,17,41,20,8,72,42,140,97,115,47,131,85,32,12,2,13,33,7,1,5,52,0,17,31,32,0,6
9891,parachute,n,0.93,1567,290,388,457,294,114,121,11,108,70,4,59,8,35,6,19,16,129,13,37,24,29,34,16,12,6,8,24,6,14,4,46,0,6,52,16,38,67,6,0,15,82,14,64,150,68,16,90
9901,grunt,v,0.83,1756,20,1435,193,63,13,20,5,15,5,3,97,6,16,1,15,10,18,3,1,3,1,17,14,6,2,0,5,0,0,0,3,0,3,5,1,5,4,0,1,0,4,0,398,376,556,58,47
9911,eclectic,j,0.93,1573,110,102,523,578,254,79,27,32,71,13,26,47,153,23,1,51,226,3,24,29,24,246,13,13,42,23,40,15,78,26,14,4,12,6,9,21,12,8,0,7,42,5,33,31,22,3,13
9921,conspire,v,0.96,1512,310,269,292,398,235,121,14,33,26,16,19,14,16,8,4,21,129,33,51,26,48,38,46,27,41,8,28,57,40,26,17,0,18,59,25,39,66,11,4,23,56,27,72,117,60,6,14
9931,entice,v,0.95,1531,168,206,417,463,269,74,31,44,39,11,68,11,81,16,10,32,181,18,24,22,65,89,46,18,50,19,41,29,50,13,44,3,20,45,6,21,38,4,6,6,35,7,60,94,33,10,9
9941,swelling,j,0.93,1563,131,330,596,182,320,41,22,31,18,4,52,17,256,14,46,95,57,12,7,12,16,34,37,7,10,0,18,11,27,7,49,195,3,29,31,22,25,0,0,5,16,3,73,168,63,9,17
9951,radiant,j,0.90,1605,56,565,696,148,125,49,9,197,29,15,24,24,251,36,15,47,64,6,4,3,2,57,7,5,1,0,2,5,28,12,50,4,23,14,9,10,7,0,0,1,11,4,127,284,96,12,46
9961,checkpoint,n,0.89,1617,483,167,281,587,93,130,8,14,12,8,36,12,22,5,13,21,228,225,42,13,35,23,11,10,30,9,10,6,5,9,16,1,7,95,12,68,116,11,6,29,145,1,40,49,43,5,30
9971,authorization,n,0.92,1572,323,115,201,262,659,92,13,18,11,21,14,1,22,1,1,7,117,19,34,25,34,11,7,15,110,10,107,223,33,35,90,43,8,50,9,27,87,14,1,70,61,4,23,13,52,1,26
9981,grieve,v,0.95,1517,362,465,247,270,163,50,3,16,9,36,14,19,24,16,6,54,91,11,24,15,4,43,51,31,16,4,29,6,25,26,26,12,19,57,38,63,97,16,4,10,57,20,124,236,65,16,24
9991,coercion,n,0.84,1711,139,62,181,154,1167,80,2,15,16,26,5,3,8,2,1,23,72,28,13,7,3,10,5,16,216,33,454,185,35,135,62,11,36,22,1,15,39,20,1,19,17,5,12,16,32,0,2
10001,visibly,r,0.94,1523,176,596,263,213,265,76,10,23,19,19,24,24,15,14,3,36,78,17,11,17,12,44,20,14,54,12,50,18,59,18,31,8,15,42,12,14,32,18,1,11,40,6,144,172,158,13,109
10011,burden,v,0.96,1497,177,303,324,302,387,118,25,27,16,27,19,10,41,10,2,29,118,17,29,27,28,32,20,31,74,31,69,72,24,56,27,13,21,31,5,15,63,6,0,21,29,7,90,132,59,9,13
10021,locale,n,0.92,1549,48,95,560,303,538,92,34,89,52,16,121,23,83,14,4,32,106,11,6,20,26,100,15,19,71,30,171,24,117,26,60,20,19,3,3,3,7,1,0,6,24,1,21,31,33,2,8
10031,manure,n,0.85,1669,86,257,518,132,674,42,19,19,4,7,40,8,363,1,9,6,51,2,9,20,12,15,5,18,5,0,27,46,5,3,576,2,10,12,1,24,8,5,1,1,24,10,54,132,51,9,11
10041,aggravate,v,0.95,1496,213,144,367,344,422,81,12,30,14,14,44,15,119,11,4,23,120,32,20,31,30,47,52,12,130,8,65,87,17,22,49,37,7,43,17,23,37,6,4,14,49,20,37,61,24,2,20
10051,rigor,n,0.93,1529,81,186,388,236,636,91,16,41,40,17,67,16,58,23,2,17,87,5,17,12,12,54,35,14,43,92,125,52,116,53,83,20,52,8,4,15,12,7,2,10,22,1,53,82,36,1,14
10061,consulting,n,0.91,1565,87,55,483,682,256,67,219,24,26,2,23,7,39,61,3,12,207,8,53,36,308,50,14,6,11,26,35,20,4,5,137,13,5,9,1,10,19,3,1,20,23,1,22,20,12,0,1
10071,discrete,j,0.86,1652,55,117,230,51,1196,45,15,102,23,11,6,2,17,2,2,5,17,2,5,5,8,13,0,1,105,166,202,68,181,82,298,73,21,13,1,4,15,3,1,1,13,4,14,56,39,0,8
10081,enclosure,n,0.91,1558,73,345,448,131,550,52,9,134,74,5,69,3,90,1,7,4,49,7,11,8,5,41,1,9,19,3,73,12,171,23,224,8,17,7,0,6,14,0,0,0,44,2,49,138,130,8,20
10091,revel,v,0.93,1519,104,335,479,364,228,118,26,33,39,14,52,39,71,17,13,57,131,7,16,19,11,115,53,12,17,5,19,8,121,10,14,6,28,16,9,21,17,5,0,10,24,2,100,119,91,9,16
10101,impaired,j,0.83,1702,67,27,246,140,1222,33,3,52,3,1,7,4,109,5,4,25,67,1,8,18,9,24,5,8,6,43,794,14,31,40,28,260,6,11,3,12,17,0,1,4,19,0,8,10,3,2,4
10111,unmistakable,j,0.94,1497,113,545,368,209,249,94,9,62,49,14,54,19,41,6,7,13,77,13,8,8,4,67,11,21,41,8,32,31,59,30,21,1,26,21,10,21,18,5,2,9,23,4,163,180,142,14,46
10121,videotape,v,0.93,1504,488,95,234,274,404,61,9,35,20,1,23,12,20,13,14,26,83,11,38,23,5,72,25,17,12,70,146,31,54,34,29,25,3,109,42,86,98,36,8,24,43,42,22,19,4,4,46
10131,shimmering,j,0.90,1555,39,827,408,183,84,64,5,27,57,1,52,18,107,16,15,46,67,5,7,8,1,76,9,10,2,0,4,3,34,7,19,0,15,6,7,10,0,0,1,0,15,0,184,349,196,28,70
10141,vocation,n,0.90,1555,63,174,560,156,596,52,8,15,25,413,14,7,11,7,1,7,56,2,17,9,8,47,6,11,32,66,53,20,80,253,14,19,59,5,3,7,10,2,1,8,24,3,47,111,12,1,3
10151,favored,j,0.93,1495,249,115,403,331,391,141,28,53,38,19,52,9,40,6,1,16,105,29,20,23,22,64,55,13,73,18,64,71,38,27,73,7,20,82,3,20,29,10,0,77,23,5,43,35,34,2,1
10161,altered,j,0.92,1520,91,157,386,223,658,65,18,146,49,11,31,11,36,5,3,11,87,2,11,14,24,54,24,7,61,22,87,21,78,106,144,119,20,14,12,21,11,1,0,7,22,3,29,46,70,3,9
10171,skate,n,0.91,1533,161,382,396,531,54,33,12,33,7,1,94,19,82,2,56,57,147,1,6,51,12,140,153,21,3,3,13,0,3,1,11,0,20,27,29,54,24,2,1,0,22,2,86,168,32,60,36
10181,psychiatry,n,0.91,1529,182,74,621,266,383,129,5,142,19,23,5,16,171,39,10,62,115,4,35,37,6,56,3,10,8,18,166,8,19,95,8,20,41,21,7,12,48,7,5,4,69,9,21,35,12,2,4
10191,chromosome,n,0.86,1602,135,154,729,108,444,106,4,488,7,3,8,11,74,4,10,14,59,0,5,12,3,12,8,9,0,11,38,7,4,43,263,76,2,32,7,15,30,5,1,7,35,3,39,47,63,0,5
10201,chopper,n,0.88,1565,254,789,278,139,41,62,15,42,17,0,63,29,24,0,13,13,49,7,24,20,5,21,9,4,3,0,5,2,1,2,25,0,3,58,43,51,63,12,7,4,14,2,90,131,146,9,413
10211,rodent,n,0.86,1604,104,286,572,179,462,90,27,180,26,0,87,17,121,2,14,8,83,2,4,27,10,31,10,12,11,2,26,6,5,6,357,37,12,17,4,9,10,2,4,5,51,2,57,94,76,32,27
10221,template,n,0.89,1546,72,109,516,174,675,43,24,265,61,7,16,20,59,3,5,13,40,12,4,1,19,45,43,10,29,53,47,26,79,21,239,120,61,7,4,8,13,15,0,0,23,2,6,25,71,0,7
10231,acquit,v,0.91,1517,618,53,209,514,121,104,8,3,22,7,7,30,3,15,1,9,204,30,109,63,32,23,28,25,29,0,4,55,4,13,4,2,10,122,19,87,150,49,6,39,93,53,22,12,11,3,5
10241,flowing,j,0.94,1462,107,512,394,208,231,48,7,77,48,12,70,14,64,19,7,28,83,9,8,6,7,64,22,9,18,7,27,1,47,38,75,9,9,19,5,11,13,5,1,10,38,5,99,214,128,21,50
10251,styling,n,0.85,1620,36,36,971,528,46,26,23,93,36,2,115,86,229,66,60,235,169,1,58,5,86,196,11,2,4,1,5,4,10,1,19,1,1,7,2,11,2,1,2,1,9,1,7,17,4,2,6
10261,fed,j,0.93,1470,498,203,299,416,49,91,33,14,10,10,26,23,27,25,6,34,156,39,36,36,25,43,38,43,11,2,7,10,9,1,3,0,6,120,29,54,90,44,0,34,65,62,44,86,34,10,29
10271,imagined,j,0.90,1518,49,316,240,115,791,71,6,58,36,20,8,5,17,2,5,12,46,7,9,7,4,21,7,14,117,21,233,49,205,83,23,3,57,7,0,9,8,3,0,4,17,1,68,192,42,4,10
10281,pickle,n,0.93,1474,144,460,415,373,72,44,12,9,15,3,17,7,239,20,22,27,162,2,7,13,10,152,13,14,7,6,26,3,8,2,10,2,8,25,28,30,18,5,1,6,25,6,108,220,61,15,56
10291,rectangle,n,0.92,1477,37,483,521,187,243,38,4,65,101,3,15,3,233,20,12,27,49,4,3,5,3,97,8,18,11,27,24,0,69,4,70,11,27,6,6,12,5,0,0,2,5,1,102,215,137,13,16
10301,startled,j,0.84,1623,31,1282,168,89,16,43,5,23,10,3,22,8,22,2,16,14,31,4,5,7,3,17,9,13,2,0,3,1,2,1,3,0,4,9,2,7,4,0,0,1,8,0,266,345,382,54,235
10311,stimulating,j,0.92,1480,95,117,414,181,667,62,11,69,56,12,14,8,99,13,12,58,59,6,11,6,17,55,11,16,79,123,100,24,115,35,92,69,30,15,7,13,23,1,2,5,26,3,32,51,21,4,9
10321,brutally,r,0.96,1420,435,263,289,249,178,87,23,19,28,21,24,26,13,18,0,30,90,26,14,12,11,39,27,30,47,2,23,27,40,10,10,2,17,92,39,72,84,13,7,21,46,61,65,78,46,8,66
10331,coordinated,j,0.91,1481,205,59,283,237,694,69,11,60,33,12,28,7,27,2,23,11,93,36,20,15,28,24,5,16,97,83,134,113,43,21,138,61,4,28,7,15,58,10,1,33,49,4,8,14,27,5,5
10341,winding,j,0.93,1459,76,573,385,287,123,44,12,39,38,6,84,13,96,16,27,10,92,16,16,19,11,91,31,11,15,0,21,5,18,11,44,3,6,15,6,7,5,3,0,5,34,1,161,211,118,28,55
10351,numerical,j,0.87,1557,74,43,290,122,1028,55,15,118,32,14,13,0,30,5,0,8,33,5,12,5,15,12,32,8,67,101,150,77,65,65,391,93,19,12,2,3,15,6,0,10,26,0,9,16,14,1,3
10361,venerable,j,0.93,1446,73,172,554,389,252,119,47,69,47,27,81,15,118,12,0,19,140,12,21,9,48,111,34,14,28,5,27,33,65,29,34,0,31,11,3,12,13,4,0,4,25,1,37,85,46,2,2
10371,Hungarian,j,0.88,1524,130,167,326,432,464,128,16,18,90,9,18,6,30,2,3,6,122,80,18,22,10,113,36,31,81,3,111,130,68,30,33,0,8,36,18,10,10,1,1,28,24,2,27,100,18,4,18
10381,vain,r,0.95,1419,180,494,273,235,229,85,14,20,37,17,19,19,26,14,11,11,87,23,20,12,5,40,21,27,45,7,27,23,54,27,16,3,27,31,11,26,55,8,0,16,28,5,113,239,84,12,46
10391,giggle,n,0.88,1516,69,917,232,247,31,39,3,18,8,4,17,31,20,14,18,60,69,6,5,12,11,114,20,10,1,1,4,1,14,1,2,1,6,8,10,24,3,1,1,0,19,3,206,341,116,46,208
10401,intrude,v,0.95,1409,199,448,258,214,276,66,9,54,28,12,20,9,28,5,5,22,72,12,15,8,9,57,18,23,40,6,68,40,46,27,26,4,19,49,6,30,37,13,2,21,38,3,117,170,137,8,16
10411,modernism,n,0.86,1555,18,62,378,173,923,92,0,0,189,20,0,1,67,0,0,9,72,1,4,8,0,82,0,6,114,2,75,32,500,128,2,0,70,0,0,7,0,0,0,2,9,0,5,57,0,0,0
10421,dearly,r,0.96,1388,272,368,262,226,246,55,26,32,28,16,29,14,20,16,12,14,62,8,12,12,14,35,48,35,43,18,40,13,55,17,25,3,32,54,22,29,58,17,1,16,41,34,103,138,97,16,14
10431,osteoporosis,n,0.80,1658,182,17,880,110,469,36,12,45,7,3,18,2,653,7,6,91,43,0,15,7,17,25,3,0,3,2,30,1,0,18,5,410,0,34,92,10,16,0,0,7,23,0,2,12,1,2,0
10441,obsessive,j,0.95,1391,223,244,415,262,242,86,17,52,61,9,39,42,37,11,3,58,86,4,12,12,8,96,26,18,19,9,38,21,86,20,6,7,36,63,19,45,26,12,1,3,37,17,58,128,34,2,22
10451,accreditation,n,0.82,1624,61,13,137,270,1142,48,18,1,6,17,2,0,17,8,2,18,76,7,32,76,33,30,9,7,19,377,102,164,47,84,183,133,33,10,2,8,15,1,0,2,21,2,2,7,3,1,0
10461,resurrection,n,0.85,1555,166,211,319,164,691,52,3,12,11,191,10,11,20,6,0,3,47,9,19,11,6,45,18,9,30,6,29,16,89,492,10,1,18,29,5,22,37,1,0,8,63,1,41,119,40,1,10
10471,coastline,n,0.95,1395,250,195,396,257,294,57,11,72,59,0,98,3,80,4,5,7,97,34,26,6,12,50,13,19,25,3,55,50,11,4,138,4,4,35,14,34,69,17,10,9,61,1,40,71,53,8,23
10481,subtract,v,0.93,1418,117,114,487,234,464,49,75,112,33,6,45,6,116,9,8,28,87,4,8,7,49,37,28,14,17,85,98,26,24,37,104,58,15,28,3,18,18,3,2,18,23,4,23,60,28,2,1
10491,hysteria,n,0.95,1387,280,333,249,252,262,97,14,24,14,9,21,30,12,4,2,22,94,8,12,14,11,35,25,53,55,2,31,18,79,38,11,1,27,51,12,25,67,34,2,24,46,19,85,114,78,5,51
10501,slowdown,n,0.89,1468,323,22,366,589,164,108,140,40,16,6,15,2,25,6,2,6,146,22,57,19,289,28,18,10,73,2,22,23,5,5,26,5,3,34,8,26,121,40,0,35,53,6,1,16,5,0,0
10511,disproportionate,j,0.92,1427,192,28,306,280,617,106,17,29,16,52,21,8,18,18,1,20,125,28,29,17,26,20,11,24,112,83,133,111,21,42,63,32,20,43,11,11,46,11,3,32,34,1,8,13,6,0,1
10521,curricular,j,0.79,1659,6,3,29,16,1605,11,0,0,1,11,0,0,2,1,2,1,6,1,0,2,0,3,1,3,207,524,274,14,400,12,74,34,66,0,0,0,1,1,0,1,3,0,1,2,0,0,0
10531,Portuguese,j,0.88,1492,119,137,270,246,717,68,10,18,60,7,12,5,67,7,2,14,98,32,8,8,8,65,21,6,218,9,148,93,208,7,21,3,10,19,5,32,13,3,0,17,30,0,23,95,14,2,3
10541,eloquent,j,0.96,1365,219,228,333,254,322,109,7,19,50,39,26,18,21,16,3,25,84,11,23,14,4,69,15,34,50,13,32,23,101,37,25,1,40,44,7,24,47,12,0,15,57,13,52,112,52,5,7
10551,seedling,n,0.88,1482,13,105,840,135,388,38,6,54,19,6,31,0,666,0,6,14,54,5,8,14,3,41,3,7,10,1,32,4,1,3,332,0,5,0,0,0,0,0,0,3,10,0,27,49,17,12,0
10561,underwater,r,0.92,1410,241,530,396,136,99,55,15,102,44,3,58,8,51,3,29,28,38,1,5,12,9,40,16,15,1,0,16,3,3,4,65,0,7,38,13,51,57,16,4,17,35,10,69,212,87,10,152
10571,misfortune,n,0.94,1375,117,359,276,217,402,81,16,30,28,20,38,12,23,9,2,17,73,8,13,8,15,33,39,28,73,3,118,30,100,40,12,4,22,25,5,14,19,8,2,6,33,5,86,193,61,9,10
10581,beta,n,0.89,1461,71,49,571,138,630,26,40,232,6,1,29,5,204,11,6,11,50,1,7,0,31,38,11,0,5,47,259,1,2,26,210,75,5,6,8,11,18,1,0,5,21,1,16,10,19,0,4
10591,headnote,n,0.51,2525,2,220,2285,5,13,194,59,339,122,132,279,86,630,153,53,238,1,0,0,2,0,2,0,0,3,0,0,6,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,130,15,75,0
10601,audible,j,0.91,1410,75,670,235,213,202,53,2,48,9,7,49,11,34,6,6,10,53,3,10,7,30,39,67,4,11,4,45,11,44,9,41,24,13,11,1,8,8,1,1,3,42,0,152,230,167,8,113
10611,brilliantly,r,0.95,1353,174,242,448,272,203,135,18,45,74,12,32,34,62,7,6,23,94,9,6,7,10,108,26,12,29,4,22,17,46,21,25,0,39,25,5,28,44,4,2,11,41,14,71,105,47,2,17
10621,modernize,v,0.93,1385,206,49,259,351,514,111,33,20,27,6,20,5,22,3,1,11,129,46,29,14,64,53,5,11,195,6,81,93,57,15,59,2,6,45,5,20,60,7,1,27,40,1,14,25,7,3,0
10631,trusted,j,0.94,1364,253,202,387,273,238,87,45,40,30,21,22,16,57,20,15,34,94,30,24,15,40,35,20,15,42,24,52,38,18,7,36,6,15,31,15,23,133,7,4,12,22,6,61,38,64,17,22
10641,hardy,j,0.88,1456,84,174,827,230,140,61,20,44,26,5,82,10,552,6,7,14,88,5,13,13,12,61,17,21,19,4,10,7,12,9,53,11,15,5,12,16,12,3,0,2,31,3,39,71,42,2,20
10651,enlightened,j,0.92,1385,106,137,380,195,562,123,34,20,49,31,33,10,42,10,3,25,49,8,6,7,11,50,10,54,107,31,68,95,90,78,52,4,37,20,2,7,25,5,1,10,22,14,33,76,23,1,4
10661,stat,n,0.88,1444,125,111,500,681,24,40,24,27,3,1,282,4,52,17,6,44,81,1,5,22,9,25,530,8,1,2,4,3,1,2,3,4,4,3,12,12,27,20,1,6,30,14,25,30,33,0,23
10671,incremental,j,0.89,1431,160,28,246,194,802,86,45,40,16,9,13,2,23,1,1,10,79,8,19,8,36,23,8,13,90,62,156,160,21,40,190,75,8,26,3,12,40,8,0,28,43,0,4,16,7,0,1
10681,slate,v,0.92,1387,113,59,467,577,167,97,40,94,28,4,64,33,51,35,1,20,205,29,32,60,90,107,39,15,36,6,22,23,11,3,54,1,11,11,1,9,31,5,2,14,32,8,18,12,26,1,2
10691,outright,r,0.97,1317,191,267,311,313,227,81,34,39,32,9,39,10,33,10,4,20,103,27,19,19,63,32,33,17,57,5,45,42,33,18,16,1,10,35,3,27,42,15,5,17,44,3,63,122,71,5,6
10701,rendition,n,0.95,1332,162,215,341,323,287,85,8,26,44,14,16,51,35,33,2,27,122,6,11,13,4,129,22,16,36,5,29,10,115,29,37,3,23,14,11,26,20,6,1,6,70,8,46,88,34,4,43
10711,gritty,j,0.93,1358,134,312,367,487,56,81,19,34,34,7,55,51,36,24,3,23,178,15,24,15,19,169,62,5,3,0,9,5,9,4,5,3,18,16,12,18,29,2,0,13,41,3,70,144,88,5,5
10721,melting,n,0.95,1339,181,228,329,237,358,64,6,105,43,7,32,10,38,12,3,9,82,11,9,12,10,71,18,24,81,18,23,12,23,13,152,7,29,20,3,27,26,9,1,14,79,2,37,107,58,9,17
10731,pride,v,0.96,1319,180,262,297,375,202,74,29,25,25,23,25,17,32,19,5,23,126,15,31,33,34,59,58,19,29,17,44,14,30,17,17,4,30,29,8,33,26,9,3,11,58,3,73,110,57,11,11
10741,objectivity,n,0.87,1444,119,74,217,165,863,80,17,31,32,15,13,1,10,3,1,14,48,6,16,6,13,42,7,27,111,68,106,83,141,111,80,13,150,16,1,2,48,7,1,3,28,13,23,32,16,1,2
10751,makeover,v,0.88,1433,443,58,565,329,33,62,51,39,12,3,39,25,183,14,24,113,115,3,13,13,43,91,42,9,5,1,4,2,8,3,6,0,4,54,102,30,49,7,4,3,18,176,23,14,9,5,7
10761,junior,n,0.90,1399,69,81,212,729,305,36,11,8,10,7,82,10,13,14,8,13,137,4,12,109,6,78,375,8,15,98,84,3,9,14,63,9,10,6,5,13,11,4,0,5,20,5,24,35,14,3,5
