rank,lemma,PoS,DISPERSION,TOT FREQ,SPOKEN,FICTION,POP MAG,NEWSPAPER,ACADEMIC,MAG:News/Opin,MAG:Financial,MAG:Sci/Tech,MAG:Soc/Arts,MAG:Religion,MAG:Sports,MAG:Entertain,MAG:Home/Health,MAG:Afric-Amer,MAG:Children,MAG:Women/Men,NEWS:Misc,NEWS:News_Intl,NEWS:News_Natl,NEWS:News_Local,NEWS:Money,NEWS:Life,NEWS:Sports,NEWS:Editorial,ACAD:History,ACAD:Education,ACAD:Geog/SocSci,ACAD:Law/PolSci,ACAD:Humanities,ACAD:Phil/Rel,ACAD:Sci/Tech,ACAD:Medicine,ACAD:Misc,SPOK:ABC,SPOK:NBC,SPOK:CBS,SPOK:CNN,SPOK:FOX,SPOK:MSNBC,SPOK:PBS,SPOK:NPR,SPOK:Indep,FIC:Gen (Book),FIC:Gen (Jrnl),FIC:SciFi/Fant,FIC:Juvenile,FIC:Movies
8331,trivial,j,0.95,2097,279,431,447,269,657,138,24,88,32,33,28,18,34,8,1,43,93,6,16,15,16,50,21,52,65,40,96,87,116,61,93,23,76,73,19,32,57,17,7,14,53,7,93,191,135,4,8
8341,fines,n,0.92,2145,275,72,357,924,514,160,34,9,20,3,49,10,54,3,1,14,401,18,83,103,134,40,82,63,52,2,44,223,16,25,124,25,3,37,16,30,60,17,5,34,54,22,11,36,19,4,2
8351,cycling,n,0.86,2288,98,35,1362,472,321,17,5,21,7,1,1117,4,147,4,23,16,112,1,7,11,2,73,249,17,6,8,118,3,11,7,149,18,1,6,15,10,31,0,1,5,30,0,8,11,14,1,1
8361,colon,n,0.89,2217,420,137,1069,376,211,122,40,66,51,2,14,20,650,11,5,88,123,7,34,14,7,85,104,2,20,18,25,5,22,3,30,71,17,64,80,69,70,9,13,60,52,3,17,75,9,1,35
8371,trooper,n,0.92,2146,604,684,355,462,33,123,8,20,107,1,26,18,23,14,5,10,203,9,40,69,9,59,36,37,13,2,0,3,2,4,2,0,7,108,70,119,137,28,14,33,72,23,124,157,123,16,264
8381,hinder,v,0.91,2154,135,102,459,366,1092,89,11,62,43,27,71,31,80,18,8,19,122,31,42,25,40,31,52,23,179,179,201,134,78,87,146,73,15,11,4,20,51,3,0,8,30,8,19,49,23,3,8
8391,alpine,j,0.88,2234,68,230,1285,470,154,73,21,78,59,0,840,16,166,1,18,13,195,11,22,25,11,85,109,12,7,0,53,15,4,2,66,4,3,12,7,12,8,1,0,3,24,1,51,68,17,8,86
8401,hollow,n,0.91,2154,98,1112,451,322,150,58,9,45,32,8,142,23,78,8,23,25,110,8,12,16,11,96,40,29,20,1,15,8,36,9,50,2,9,20,5,13,11,2,1,3,40,3,219,509,286,59,39
8411,adaptive,j,0.84,2310,36,26,426,166,1656,45,11,259,28,2,11,1,41,3,4,21,76,1,29,10,20,22,6,2,37,229,348,39,55,149,593,186,20,4,2,2,3,0,0,1,24,0,4,13,8,0,1
8421,synthesis,n,0.85,2278,38,56,461,92,1630,50,5,173,61,31,6,4,120,1,2,8,37,3,5,2,4,28,4,9,162,186,139,65,285,144,466,119,64,0,0,8,5,0,0,3,21,1,3,28,19,2,4
8431,thyme,n,0.87,2235,82,95,1254,791,12,8,0,7,3,2,19,3,869,183,18,142,268,0,0,7,0,512,0,4,1,0,2,0,0,0,3,0,6,6,16,50,3,0,0,0,7,0,41,38,12,0,4
8441,excursion,n,0.93,2074,78,316,682,575,417,83,28,89,85,5,127,13,176,20,19,37,214,5,17,15,18,260,32,14,34,31,61,13,43,10,82,118,25,9,4,11,13,2,0,1,12,26,64,154,88,3,7
8451,sharpen,v,0.95,2042,160,544,678,276,366,97,30,113,95,25,87,25,147,8,19,32,95,24,26,15,27,59,24,6,76,42,48,28,60,21,60,4,27,30,8,21,35,8,1,10,44,3,119,226,129,24,46
8461,impending,j,0.95,2018,168,406,528,422,487,148,28,101,67,20,40,25,47,11,4,37,149,15,38,25,42,59,63,31,98,29,72,49,72,44,61,28,34,27,8,20,47,11,1,21,28,5,110,177,96,8,15
8471,mediation,n,0.84,2281,178,49,139,346,1567,40,9,6,21,23,6,3,9,6,3,13,152,28,23,58,26,28,8,23,197,206,270,454,190,161,35,33,21,29,3,17,62,6,0,27,30,4,14,21,13,1,0
8481,thwart,v,0.95,2020,244,178,516,511,560,176,44,68,56,15,46,15,57,6,7,26,179,57,53,38,46,53,42,43,133,32,67,96,88,54,63,8,19,35,7,14,76,25,3,22,53,9,48,61,56,7,6
8491,cruelty,n,0.93,2067,257,518,344,384,550,124,5,29,38,24,39,29,17,7,2,30,151,18,18,42,2,74,7,72,51,9,174,55,105,81,14,1,60,46,42,29,48,10,4,13,52,13,120,268,96,15,19
8501,recommended,j,0.90,2121,90,40,815,308,866,43,44,57,21,9,111,1,421,23,8,77,133,3,15,17,25,93,10,12,29,143,163,28,39,27,183,222,32,15,6,8,33,0,5,4,19,0,6,25,9,0,0
8511,hospitality,n,0.93,2043,140,357,462,653,419,58,19,17,42,95,69,8,109,23,2,20,231,19,20,43,139,128,39,34,77,20,81,14,34,135,31,14,13,30,3,20,42,6,0,6,31,2,78,121,105,17,36
8521,seriousness,n,0.96,1996,342,370,331,307,633,123,10,18,43,29,21,23,24,15,4,21,112,15,38,20,6,66,23,27,74,51,109,80,116,62,42,34,65,69,9,33,77,40,6,44,46,18,92,196,53,5,24
8531,eternity,n,0.93,2046,196,861,351,250,372,76,7,34,30,70,31,18,37,12,10,26,61,6,21,17,7,72,41,25,16,3,20,30,91,130,18,1,63,29,17,46,42,9,4,5,38,6,173,410,208,16,54
8541,eligibility,n,0.90,2114,132,10,335,718,918,121,29,9,9,15,42,1,53,11,19,26,141,7,27,33,45,31,396,38,80,302,325,51,15,15,27,89,14,21,14,21,17,4,1,22,29,3,4,3,2,0,1
8551,lightweight,j,0.88,2157,87,166,1388,324,187,54,30,278,64,0,546,10,273,18,47,68,87,1,10,10,21,96,81,18,5,0,15,7,19,0,106,30,5,18,12,23,15,2,0,3,13,1,38,73,46,2,7
8561,footprint,n,0.93,2022,266,605,555,339,244,102,8,100,40,13,170,13,73,2,16,18,117,18,29,22,34,84,17,18,27,3,35,5,28,4,121,7,14,31,26,51,87,12,5,11,39,4,131,207,170,24,73
8571,downturn,n,0.88,2151,327,17,553,999,251,214,206,10,29,10,16,5,32,22,0,9,248,35,92,45,450,58,34,37,82,11,41,49,4,2,30,24,8,51,14,12,98,44,0,40,66,2,3,9,4,0,1
8581,muster,v,0.94,2000,172,656,511,428,213,129,28,63,64,20,63,33,39,9,16,47,129,29,21,31,27,68,95,28,56,5,25,33,20,20,27,3,24,26,7,25,34,7,1,19,41,12,180,254,137,16,69
8591,knit,v,0.93,2016,168,768,489,391,177,72,21,19,42,17,61,21,103,32,12,89,174,12,17,32,16,112,15,13,33,6,31,17,34,12,14,12,18,27,40,15,28,2,0,7,41,8,195,339,130,44,60
8601,mildly,r,0.94,1998,188,761,428,293,299,100,31,47,20,9,41,26,102,6,4,42,97,9,12,11,18,113,23,10,24,69,65,16,27,26,23,19,30,34,10,30,45,14,1,12,35,7,191,278,237,15,40
8611,lash,v,0.93,2011,252,827,467,339,110,95,16,40,33,11,112,32,38,13,34,43,103,29,43,20,16,45,57,26,21,8,23,7,14,9,16,0,12,40,18,30,66,33,3,24,33,5,154,250,245,42,136
8621,darken,v,0.89,2097,42,1238,497,163,138,70,10,130,93,10,25,15,104,3,11,26,50,11,9,5,4,58,14,12,4,1,12,3,27,8,59,5,19,9,6,6,8,1,0,3,8,1,297,488,306,45,102
8631,unpopular,j,0.94,1977,604,78,380,475,432,206,25,17,27,18,24,17,22,4,1,19,197,58,48,30,33,32,29,48,128,21,54,101,22,24,46,3,33,100,27,54,162,47,8,65,124,17,16,30,24,5,3
8641,cock,v,0.84,2215,67,1777,235,84,24,46,1,18,20,2,83,13,22,1,9,20,36,2,8,4,1,18,10,5,1,0,3,3,3,0,3,0,11,12,7,12,12,0,0,3,15,6,371,547,442,51,366
8651,rove,v,0.76,2452,1300,127,471,518,31,378,3,22,7,4,7,30,6,1,2,11,235,3,190,19,5,21,3,42,1,0,3,16,5,2,2,2,0,65,45,43,423,383,128,46,167,0,49,39,29,1,9
8661,consolidation,n,0.90,2067,195,28,321,500,1022,102,102,23,27,8,15,6,19,10,1,8,157,13,46,22,223,21,4,14,402,18,134,184,56,29,151,30,18,21,1,8,54,24,0,53,34,0,7,11,9,0,1
8671,boycott,n,0.90,2048,491,90,338,684,443,131,10,3,27,24,43,22,3,45,0,30,209,84,64,105,43,62,55,62,192,2,77,81,14,27,29,2,19,120,4,40,71,42,33,47,118,16,12,31,5,39,3
8681,accustomed,j,0.96,1926,186,590,427,365,351,95,19,44,36,25,66,15,64,16,15,32,112,25,23,19,34,55,77,20,63,18,60,26,65,40,33,16,30,39,11,23,33,5,1,15,53,6,164,242,155,22,7
8691,delight,v,0.95,1933,212,543,582,347,239,105,18,62,57,33,46,34,126,28,29,44,120,4,21,23,16,92,31,40,23,12,31,14,54,32,26,2,45,43,5,43,42,13,1,19,44,2,147,257,92,17,30
8701,thread,v,0.92,1995,91,673,793,227,197,59,6,153,43,3,190,10,231,10,16,72,79,5,12,14,7,70,26,14,13,14,11,1,37,1,104,7,9,9,12,13,15,5,1,3,33,0,161,279,161,17,55
8711,thickness,n,0.89,2049,61,195,745,173,867,26,14,167,73,1,91,2,281,25,13,52,52,1,3,4,7,98,1,7,5,14,37,4,46,0,460,286,15,14,1,15,8,0,1,4,16,2,34,116,41,2,2
8721,drawback,n,0.93,1972,116,105,804,423,519,90,86,183,55,7,152,13,157,18,11,32,139,11,17,22,69,118,38,9,45,68,73,62,27,21,148,59,16,20,5,17,30,1,0,6,35,2,20,37,35,6,7
8731,rival,v,0.93,1963,144,145,661,721,288,130,52,116,78,17,83,36,101,15,6,27,208,24,52,43,121,145,108,20,44,6,68,41,44,11,51,3,20,22,2,27,30,13,0,7,38,5,42,48,39,8,8
8741,lighten,v,0.94,1946,245,579,684,330,98,60,29,40,71,9,95,28,202,22,26,102,115,12,10,9,25,101,27,31,11,14,16,12,11,7,16,3,8,29,38,44,47,12,5,10,26,34,148,238,108,16,69
8751,hemisphere,n,0.91,2002,300,204,494,181,820,81,4,270,32,23,28,2,37,2,6,9,62,28,18,6,9,33,8,17,213,111,59,42,65,194,111,15,10,76,9,22,32,5,2,68,83,3,18,66,107,3,10
8761,supernatural,j,0.89,2042,86,311,294,216,1134,62,4,47,41,70,12,22,17,8,1,10,68,4,8,5,2,118,5,6,126,7,213,32,305,402,26,1,22,14,8,14,22,2,1,1,20,4,67,87,120,10,27
8771,coax,v,0.93,1938,144,728,535,390,131,96,22,84,36,7,75,21,98,16,28,52,130,24,20,22,31,83,64,16,23,4,18,12,17,8,28,3,18,29,11,24,28,2,3,6,36,5,210,317,142,23,36
8781,amenities,n,0.91,1990,91,89,588,939,279,100,48,49,38,3,148,6,157,25,1,13,353,14,19,59,90,338,40,26,27,10,115,29,16,1,49,21,11,9,5,13,16,2,0,5,39,2,20,32,33,1,3
8791,shake,n,0.92,1964,264,932,398,279,64,47,20,38,12,4,53,19,135,18,14,38,111,1,10,12,20,80,33,12,6,3,8,4,12,2,22,0,7,39,13,54,66,14,2,12,51,13,235,318,204,34,141
8801,three-quarters,m,0.95,1883,313,174,502,502,387,97,64,74,50,12,67,12,97,4,11,14,180,30,50,21,79,72,55,15,55,25,113,41,22,15,86,20,10,60,10,45,71,13,4,12,84,14,36,77,42,7,12
8811,woo,v,0.86,2084,308,271,409,661,163,136,72,15,16,11,26,47,20,45,3,18,262,29,41,31,118,115,41,24,49,3,25,17,36,5,6,10,12,37,35,44,45,10,2,12,110,13,65,92,44,7,63
8821,spacious,j,0.92,1938,61,461,734,516,146,62,38,52,60,12,213,13,231,30,9,14,223,16,13,21,29,166,41,7,10,18,28,6,36,9,17,3,19,6,2,13,4,1,0,2,29,4,139,192,76,14,40
8831,thou,p,0.90,1987,247,852,327,215,334,93,5,15,19,56,13,22,27,12,44,21,60,3,14,5,11,68,7,47,17,4,19,19,130,79,15,0,51,46,7,51,34,14,1,13,64,17,151,326,273,15,87
8841,visualize,v,0.93,1909,156,350,601,193,603,63,16,130,99,16,84,8,114,19,4,48,67,0,8,16,9,51,27,15,32,35,74,17,155,46,116,104,24,29,12,32,31,2,1,5,38,6,78,174,82,8,8
8851,deregulation,n,0.90,1976,343,4,544,636,447,248,115,16,15,7,15,7,112,0,0,9,202,16,63,43,258,4,10,40,81,7,144,140,6,12,42,11,4,80,3,16,82,12,0,90,52,8,1,0,3,0,0
8861,mythology,n,0.91,1962,173,223,431,260,874,92,4,82,90,15,37,32,36,10,2,31,95,15,5,9,4,95,12,25,135,21,108,25,300,147,40,1,97,24,6,30,26,3,5,6,72,1,28,109,60,10,16
8871,outweigh,v,0.94,1885,223,125,487,402,645,124,32,80,42,24,55,1,79,17,5,28,143,10,45,28,49,42,50,35,93,32,126,154,33,60,90,36,21,49,13,31,52,9,2,13,47,7,34,43,38,6,4
8881,stylish,j,0.91,1955,125,306,846,596,71,89,41,62,39,4,120,36,243,51,12,149,225,13,19,25,50,233,22,9,6,0,16,6,24,2,6,0,11,17,21,33,11,1,1,3,28,10,87,132,44,8,35
8891,refreshing,j,0.93,1909,200,253,717,634,98,86,20,26,40,28,67,27,273,49,16,85,216,4,9,18,13,221,66,87,21,4,11,11,14,8,17,4,8,28,15,24,45,21,1,4,57,5,77,99,51,11,15
8901,recorded,j,0.95,1860,275,226,402,329,613,77,17,126,46,8,33,23,46,6,8,12,117,14,25,17,41,89,14,12,49,28,78,23,164,29,100,74,68,40,77,30,33,7,4,15,67,2,40,63,73,4,46
8911,dizzy,j,0.89,1974,229,1139,263,234,62,54,8,15,13,0,23,17,53,12,31,37,57,4,7,21,7,77,47,14,4,2,9,0,24,0,5,6,12,15,10,57,36,4,0,11,89,7,207,609,209,35,79
8921,brokerage,n,0.87,2006,234,45,667,1018,41,104,430,29,11,1,12,4,41,21,1,13,194,7,33,40,689,40,8,7,8,2,8,16,1,1,2,1,2,39,7,32,79,18,0,16,42,1,13,19,6,2,5
8931,buffer,n,0.86,2036,141,117,322,304,1144,48,12,62,27,1,68,6,68,8,10,12,103,71,19,38,16,28,17,12,74,21,131,54,11,14,745,87,7,30,4,13,35,5,1,12,40,1,21,36,39,2,19
8941,wrongdoing,n,0.92,1896,587,60,261,747,239,126,28,15,7,19,12,11,12,7,1,23,271,34,111,60,146,28,43,54,46,0,25,102,13,39,5,2,7,143,49,68,116,56,8,60,63,24,17,21,12,5,5
8951,slipper,n,0.87,2000,98,1221,344,189,126,50,12,14,17,4,38,25,121,9,14,40,62,7,10,13,5,65,23,4,5,0,3,3,19,0,87,3,6,16,23,25,8,0,0,1,20,5,293,589,235,46,58
8961,Buddhist,j,0.92,1900,213,212,392,401,675,98,9,67,53,72,23,14,28,5,2,21,158,69,11,18,3,114,7,21,36,16,234,41,55,246,22,4,21,16,8,35,55,12,0,21,60,6,41,135,18,4,14
8971,baseman,n,0.84,2057,61,77,306,1600,13,35,6,14,0,0,198,5,12,10,20,6,100,0,7,46,1,38,1404,4,2,0,2,2,5,1,0,0,1,12,2,8,16,1,0,3,18,1,16,35,8,7,11
8981,graffiti,n,0.91,1898,262,369,332,590,340,113,10,25,42,10,13,46,13,13,3,44,237,36,24,93,13,96,17,74,15,6,79,9,148,8,7,0,68,45,2,36,20,84,0,11,59,5,55,160,88,2,64
8991,clench,v,0.84,2064,43,1658,201,86,32,47,4,13,6,3,29,7,38,4,14,36,34,3,4,4,2,17,17,5,1,1,4,0,7,4,2,5,8,10,2,6,4,2,0,1,7,11,436,570,437,76,139
9001,unanimous,j,0.94,1845,581,80,307,470,403,125,14,12,21,26,36,9,28,13,9,14,168,32,55,25,27,33,89,41,75,25,54,118,30,41,29,9,22,92,36,58,166,32,8,81,93,15,16,38,15,1,10
9011,zero,v,0.96,1793,378,286,515,289,316,102,58,109,28,6,83,13,55,13,10,38,95,13,24,14,51,43,37,12,19,12,58,33,14,8,127,37,8,77,18,53,101,30,8,18,60,13,55,78,86,9,58
9021,contemporary,n,0.92,1876,99,128,487,310,851,106,11,53,133,49,23,11,56,24,1,20,92,4,10,12,6,133,32,21,107,13,104,40,335,92,49,4,107,5,4,16,11,3,0,5,52,3,22,76,22,2,6
9031,half-dozen,m,0.92,1864,78,365,502,794,110,154,50,54,25,14,105,22,54,5,5,14,288,34,63,76,65,153,108,7,12,5,21,12,12,3,31,2,12,17,3,9,13,3,2,0,31,0,87,127,104,10,37
9041,rake,v,0.92,1871,153,800,557,279,66,100,47,40,30,3,64,25,141,17,37,53,114,8,16,16,28,54,28,15,16,3,6,2,11,2,21,0,5,24,14,33,32,6,4,3,35,2,190,350,131,47,82
9051,longevity,n,0.92,1851,195,84,780,383,408,76,35,115,96,6,54,18,294,50,1,35,96,2,18,25,20,110,102,10,43,31,121,48,27,16,99,15,8,22,7,40,60,4,2,21,32,7,28,28,27,1,0
9061,recycled,j,0.89,1916,85,74,912,378,462,77,49,58,56,8,337,5,288,2,3,29,113,6,63,18,47,109,9,13,15,12,19,22,31,5,330,22,6,18,8,10,21,2,0,2,22,2,17,21,31,2,3
9071,kinship,n,0.83,2063,45,163,194,163,1494,43,3,39,17,19,15,5,20,12,9,12,48,7,11,43,3,36,8,7,255,14,873,59,104,75,80,8,26,7,0,4,6,3,0,3,18,4,26,80,43,9,5
9081,sweaty,j,0.89,1910,105,1109,433,206,43,60,16,19,14,1,140,36,52,9,29,57,61,3,7,8,9,79,34,5,0,3,19,0,8,3,1,2,7,23,5,17,11,2,2,3,39,3,249,488,202,34,136
9091,greedy,j,0.95,1787,295,561,357,353,205,126,47,18,17,16,45,20,27,9,10,22,107,6,6,13,31,59,58,73,36,0,42,18,34,16,38,2,19,60,19,41,52,26,2,17,50,28,129,247,110,21,54
9101,disparate,j,0.92,1851,126,67,472,337,849,143,31,91,83,20,15,22,37,8,2,20,112,22,30,21,28,85,21,18,143,65,139,107,171,60,107,18,39,15,5,14,26,3,1,23,39,0,20,28,17,0,2
9111,admittedly,r,0.95,1792,207,240,401,308,627,105,29,75,23,31,39,16,46,6,3,28,119,5,12,13,12,61,51,35,121,21,89,87,120,70,66,19,34,32,15,15,45,18,1,24,38,19,69,103,55,11,2
9121,rash,n,0.92,1830,210,312,778,355,171,100,26,19,21,9,86,46,198,25,97,151,141,12,27,26,33,53,53,10,14,3,22,7,8,6,10,95,6,53,17,38,32,4,1,12,43,10,60,158,64,8,22
9131,orchestrate,v,0.95,1775,338,114,460,459,397,159,31,62,47,19,31,31,40,17,0,23,151,49,33,21,33,92,57,23,99,33,56,40,82,23,32,10,22,41,15,50,87,28,3,28,72,14,40,38,27,1,8
9141,dye,n,0.92,1825,155,352,756,222,336,60,20,125,137,3,58,13,224,9,26,81,70,8,24,14,8,54,28,16,9,3,13,4,81,1,168,49,8,14,20,33,24,0,0,1,42,21,89,146,68,22,27
9151,ancestral,j,0.90,1866,58,215,405,207,980,84,4,151,43,12,30,7,41,24,0,9,73,41,10,7,3,55,7,11,234,6,206,19,299,55,128,3,30,11,3,8,4,2,1,8,20,1,34,100,66,13,2
9161,long-range,j,0.93,1802,253,89,500,466,489,112,30,79,74,11,132,3,39,9,4,7,128,78,29,29,60,35,75,32,80,68,39,69,37,26,149,12,9,77,10,33,62,10,2,2,53,4,30,10,43,0,6
9171,pajamas,n,0.88,1890,182,1177,263,199,48,45,14,11,10,4,11,25,33,11,39,60,72,5,8,17,10,61,6,20,2,4,7,7,7,3,2,0,16,36,34,28,33,2,0,4,34,11,246,628,129,20,154
9181,interruption,n,0.91,1825,177,424,325,208,676,59,23,42,38,24,23,6,59,6,8,37,67,7,20,6,28,35,35,10,74,53,122,35,137,34,160,43,18,33,5,22,50,10,0,13,40,4,94,160,132,13,25
9191,mailbox,n,0.92,1801,216,749,445,317,57,60,24,52,21,12,19,14,165,15,10,53,113,4,23,45,29,56,23,24,2,12,11,3,10,3,9,0,7,48,28,41,33,5,1,4,49,7,192,369,100,10,78
9201,by-product,n,0.92,1805,145,87,603,277,686,111,33,128,31,12,89,6,152,10,8,23,104,9,21,18,36,38,35,16,60,24,112,53,58,43,292,23,21,19,10,17,38,8,0,10,41,2,21,26,34,2,4
9211,clone,n,0.91,1822,285,578,387,305,266,72,42,120,23,11,23,25,48,2,4,17,111,4,20,3,35,100,24,8,7,4,16,18,11,12,159,30,9,35,19,50,87,4,2,3,84,1,21,245,289,5,18
9221,knuckle,n,0.87,1908,81,1315,304,145,33,45,6,29,12,7,69,13,59,5,32,27,49,3,22,8,1,38,18,6,3,0,6,3,4,3,4,3,7,14,9,16,12,5,0,4,18,3,299,650,248,25,93
9231,shoulder,v,0.94,1751,154,594,451,354,188,90,26,30,30,15,134,10,65,5,12,34,118,16,37,20,29,58,47,29,44,12,40,24,15,10,22,10,11,30,14,22,36,8,1,13,26,4,133,221,152,18,70
9241,on-site,j,0.90,1826,58,64,555,393,751,57,52,79,145,9,44,2,105,23,11,28,179,7,15,45,46,67,28,6,25,79,103,93,21,6,285,137,2,15,4,7,16,1,0,1,14,0,22,14,19,0,9
9251,flash,j,0.93,1761,234,404,529,288,300,68,36,195,27,5,86,19,37,7,23,26,116,15,23,14,40,55,16,9,15,12,10,9,21,8,196,2,27,29,20,25,88,5,5,14,41,7,86,100,64,4,150
9261,fireman,n,0.90,1816,511,619,313,305,53,115,12,8,26,11,30,27,31,8,24,21,80,8,28,39,19,60,30,41,17,1,11,9,2,2,9,0,2,116,47,118,76,22,7,16,63,46,110,235,73,25,176
9271,spiral,j,0.90,1824,33,361,809,144,469,30,13,594,42,2,31,8,59,7,4,19,46,0,6,12,6,55,12,7,14,6,12,2,37,54,260,78,6,3,6,3,5,0,0,3,13,0,69,151,100,4,37
9281,pioneer,v,0.93,1769,145,39,693,448,441,138,78,138,73,20,76,21,84,21,8,36,152,14,48,19,90,84,28,13,76,19,56,41,40,20,153,18,18,32,8,28,24,6,0,8,38,1,4,21,13,0,1
9291,displacement,n,0.84,1942,60,92,270,120,1399,42,9,85,25,12,68,3,14,1,0,11,53,14,8,7,4,14,3,17,143,8,98,58,226,53,292,484,37,5,2,4,12,4,2,9,21,1,11,56,19,0,6
9301,intuitive,j,0.92,1782,107,159,576,195,737,73,24,217,106,13,46,16,42,12,5,22,62,2,3,7,25,74,9,13,29,136,45,42,135,178,106,29,37,17,2,12,16,4,0,4,49,3,44,59,48,3,5
9311,devastation,n,0.92,1773,542,167,363,407,289,113,13,41,50,30,40,11,19,27,8,11,154,44,50,21,21,49,19,49,71,8,35,39,23,50,45,3,15,85,25,78,169,30,17,34,84,20,38,52,41,4,32
9321,midday,n,0.94,1738,134,599,509,357,132,51,9,59,57,12,128,11,125,6,13,38,145,43,29,23,15,70,19,13,11,2,23,2,9,5,61,6,13,26,4,12,42,4,2,20,22,2,123,281,136,21,38
9331,Indonesian,j,0.89,1824,340,31,293,590,570,111,29,29,22,18,14,5,39,3,1,22,182,238,28,3,40,63,10,26,191,2,168,44,18,17,116,7,7,20,6,47,99,7,1,64,96,0,1,22,5,1,2
9341,comb,n,0.92,1769,137,769,407,236,203,68,13,32,10,4,65,20,65,69,19,42,76,1,6,14,12,93,31,3,5,18,31,2,46,3,82,12,4,24,10,22,28,4,2,2,39,6,240,359,101,29,40
9351,blindness,n,0.89,1819,122,267,357,190,881,82,6,60,20,23,12,9,80,17,24,24,86,5,18,9,8,35,10,19,29,17,525,16,116,37,37,37,67,13,5,25,29,1,3,15,24,7,51,168,30,6,12
9361,tolerant,j,0.94,1707,197,202,411,321,566,101,6,31,33,37,33,18,109,11,6,26,105,28,28,31,10,66,19,34,110,38,107,48,26,74,107,20,36,36,5,14,38,10,3,15,67,9,49,89,55,2,7
9371,hound,n,0.90,1792,129,822,503,246,84,80,9,26,17,1,232,25,78,4,9,22,77,2,15,13,7,64,55,13,6,1,9,0,26,8,6,1,27,23,5,26,20,10,1,1,37,6,153,281,277,48,63
9381,livelihood,n,0.92,1742,254,122,319,342,704,103,25,22,38,14,52,10,32,6,1,16,105,34,20,24,30,51,29,49,130,9,206,106,46,64,128,6,9,27,9,31,71,5,4,20,82,5,33,48,31,2,8
9391,amused,j,0.87,1841,91,1213,204,213,84,57,8,11,22,9,12,19,19,6,4,37,73,0,8,13,11,61,25,22,5,4,7,4,23,8,8,1,24,11,3,26,16,9,1,2,20,3,321,361,283,35,213
9401,handwriting,n,0.93,1725,287,605,263,190,359,54,15,37,39,10,11,2,49,2,11,33,74,11,15,13,22,26,16,13,8,115,86,41,25,6,13,16,49,48,20,53,76,18,4,14,42,12,163,309,79,16,38
9411,outpost,n,0.93,1728,211,269,528,500,212,158,30,94,78,4,61,17,62,6,1,17,179,76,46,11,27,105,34,22,68,2,51,16,15,15,27,3,15,14,8,22,72,11,0,13,63,8,39,78,67,11,74
9421,instinctively,r,0.91,1753,129,875,367,174,172,75,12,42,33,23,66,13,50,11,16,26,57,5,10,4,5,49,26,18,24,6,22,18,38,17,9,4,34,19,13,15,27,4,0,8,41,2,242,256,199,23,155
9431,curly,j,0.89,1798,103,1031,403,183,46,37,4,17,42,4,30,23,103,24,23,96,62,6,14,8,4,70,15,4,5,5,7,2,14,2,5,1,5,17,21,21,7,2,0,1,25,9,330,445,132,73,51
9441,hysterical,j,0.93,1719,374,727,256,195,140,68,4,15,14,7,11,41,21,20,10,45,82,5,10,11,4,57,8,18,10,4,13,10,51,28,5,0,19,50,41,57,106,29,1,6,45,39,140,311,96,15,165
9451,richness,n,0.90,1769,83,114,444,260,866,39,8,53,122,46,27,7,108,12,4,18,91,3,6,9,5,113,10,23,64,39,93,33,133,68,387,14,35,6,4,18,10,1,0,6,37,1,21,64,22,5,2
9461,chic,j,0.89,1772,189,214,858,431,62,107,34,7,26,4,32,56,177,43,5,367,152,8,16,19,14,205,10,7,5,0,9,0,27,2,5,0,14,28,38,45,13,4,5,1,23,32,62,105,19,4,24
9471,advancing,j,0.95,1669,189,256,405,296,514,100,17,52,95,17,38,6,53,4,4,19,77,29,40,4,26,33,72,15,102,48,86,64,46,48,80,20,20,22,5,18,83,14,0,15,30,2,39,86,54,3,74
9481,brigade,n,0.92,1706,371,216,512,372,190,129,8,9,293,4,14,16,15,2,10,12,177,80,42,17,3,30,15,8,54,4,22,17,11,4,62,3,13,53,16,40,95,29,6,48,78,6,83,87,31,8,7
9491,carton,n,0.90,1741,111,874,360,265,93,54,18,32,20,3,23,8,107,4,35,56,82,5,16,17,22,78,10,35,4,8,14,3,11,3,39,1,10,19,11,27,10,3,1,0,33,7,220,437,79,26,112
9501,towering,j,0.93,1684,113,500,544,421,97,72,30,51,53,11,124,21,125,14,11,32,156,20,27,26,12,134,31,15,17,1,21,2,14,4,26,0,12,27,4,18,18,1,0,7,36,2,119,138,158,11,74
9511,crunch,v,0.91,1722,141,813,453,255,43,67,51,57,8,4,69,16,121,11,22,27,68,6,11,19,49,55,41,6,1,2,9,6,4,0,16,0,5,19,17,18,27,14,1,9,32,4,180,269,209,34,121
9521,editing,n,0.94,1672,198,106,444,470,451,73,25,199,30,12,12,39,28,5,1,20,119,17,68,22,47,151,17,29,34,48,31,11,135,19,97,18,58,23,7,20,48,9,0,6,81,4,30,46,20,1,9
9531,famously,r,0.91,1718,213,123,641,417,318,212,60,41,67,22,55,68,44,2,2,68,143,22,28,15,32,134,33,10,49,5,45,40,72,30,16,0,61,31,11,23,50,19,0,7,72,0,33,55,26,2,7
9541,unnoticed,j,0.96,1628,144,435,374,314,346,111,10,54,37,16,47,25,45,10,6,13,88,15,26,20,32,53,53,27,62,17,57,29,77,33,39,17,15,32,4,25,32,6,1,8,29,7,93,166,101,12,63
